measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1991,0.001566734299472194,0.0019141323929318572,0.0012595348898075374
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1992,0.0015651821728832522,0.0019142211929304856,0.0012585099490150646
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1993,0.0015639935511860585,0.001916321685667259,0.0012581588421055293
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1994,0.0015625867944540602,0.0019176634843566915,0.0012579672875253599
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1995,0.0015615198486136422,0.0019142910643915928,0.0012545399416015012
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1996,0.0015604101578954954,0.0019153797067583,0.0012551262988207414
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1997,0.0015591189235733512,0.0019122978346920254,0.0012546357927336875
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1998,0.0015581042897761224,0.0019088518005262018,0.0012539856429533405
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,1999,0.0015577170458005018,0.0019114222643744538,0.0012530496808204005
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2000,0.0015586350706332586,0.001912238044497376,0.0012531807240323404
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2001,0.0015609799204120809,0.001915457128335722,0.0012555493927192984
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2002,0.0015647850028746896,0.0019191625811869825,0.0012586675841726892
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2003,0.0015693634144539933,0.0019259610810436645,0.0012614320078800211
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2004,0.0015738185107811162,0.0019308535665584954,0.0012642819931287575
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2005,0.001577593993405663,0.0019356380171825995,0.0012665412075693707
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2006,0.0015803768855801041,0.0019377310238380603,0.001267667851774447
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2007,0.0015831915408386422,0.0019406809331522525,0.0012703030964700238
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2008,0.001586322328435367,0.0019461282112933954,0.001272476999561544
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2009,0.001590114962899817,0.0019528998340276672,0.0012755163514015905
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2010,0.0015949821510946717,0.0019580720849335996,0.0012794869947025849
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2011,0.0016011245672961502,0.0019647415104097283,0.0012836431413109273
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2012,0.0016090127613602298,0.0019733975007250504,0.0012910192095950245
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2013,0.0016180676150801205,0.001983449395709112,0.001299327319761837
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2014,0.001627789794278233,0.0019947184080388414,0.0013082732994886023
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2015,0.0016377232153490426,0.002006758683997413,0.0013166975465820354
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2016,0.0016485093455823878,0.0020227514220181675,0.001323445880193245
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2017,0.0016600609442935061,0.002032506326942218,0.0013327244376593762
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2018,0.0016722448707420293,0.002049722401818511,0.001344307493060329
Prevalence,World Bank Low Income,Both,All ages,Schizophrenia,Percent,2019,0.0016858234050735098,0.0020640483191799487,0.0013585377517950077
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1990,0.008720504628021021,0.011897841041891037,0.006177570437661311
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1991,0.008668854973713691,0.011814083045765254,0.006145187484752999
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1992,0.008627306167707946,0.011719769686161185,0.00612341977530195
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1993,0.008596034523256184,0.011652674578685504,0.006097485458125324
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1994,0.008575283339872954,0.011602436045082853,0.006090440334370968
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1995,0.008565892198804229,0.01158914706867617,0.006093756089768389
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1996,0.008570296131037075,0.01162371456252837,0.006100164388720543
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1997,0.008585995718087226,0.011620589442862888,0.006128128341535678
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1998,0.008603827803768772,0.011670422277785563,0.006144167470230318
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,1999,0.008614746994262554,0.011674754707631008,0.006153938503547931
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2000,0.008610662327118771,0.011668904199082732,0.006152164835400722
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2001,0.008596274496356667,0.011648804604004616,0.006132211375327625
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2002,0.008581904569702342,0.011640093900404495,0.006120929908187604
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2003,0.00856486960449007,0.011617723885035965,0.006101671672606408
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2004,0.008542521270089566,0.011569513408529925,0.006093596009029308
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2005,0.00851321014005275,0.01151060973947284,0.006060904679962197
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2006,0.008478884626570182,0.01146092787069723,0.006036276554409031
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2007,0.008444268447541816,0.011410480872984161,0.00601142076140456
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2008,0.008410154556695961,0.011362650841284109,0.005988612379898045
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2009,0.008376124974878586,0.011314067399882178,0.0059653643264316455
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2010,0.00834069305691656,0.011256914588138232,0.005941712410351532
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2011,0.008318986420182204,0.011195447117016746,0.005950801252614263
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2012,0.008318504430673048,0.011199292797783195,0.005964843336807623
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2013,0.00832582316650101,0.011207140478151582,0.005977597926604849
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2014,0.008326798267627557,0.011209481199664719,0.00597684168707909
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2015,0.008307225531368605,0.011210241031131303,0.0059424697571162305
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2016,0.008271149024891414,0.011168594212463401,0.005921310051392395
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2017,0.008234531135481515,0.011124404611255542,0.005896005128856648
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2018,0.008198490614042857,0.011081190039564957,0.0058702066477757135
Prevalence,World Bank Lower Middle Income,Both,All ages,Attention-deficit/hyperactivity disorder,Percent,2019,0.008160247225662288,0.011033063088705573,0.00584320898024784
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1990,0.003837829464875179,0.004402350028038301,0.0033054967031854936
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1991,0.003868611072227852,0.004439422034250864,0.0033269391654098266
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1992,0.003897510814565588,0.0044746347642504345,0.003347186117557187
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1993,0.003924095937008939,0.004506603322833846,0.003369535628509806
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1994,0.003948442299468374,0.004535971929698538,0.003390915686175658
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1995,0.003969209925655575,0.004560612459784311,0.003409309432857599
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1996,0.003986299636167762,0.004580938484701837,0.00342588941325414
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1997,0.004001063168488022,0.004598679204235879,0.003440870350827582
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1998,0.004014507156063965,0.0046142565522782515,0.0034547530357202892
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,1999,0.004027989248794521,0.004626011733791644,0.00346920657149842
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2000,0.004041820819457537,0.004637887642340476,0.003484115108281312
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2001,0.004058677942001422,0.004656774622174842,0.003498311210811121
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2002,0.004078615073129237,0.004676860733481149,0.003516617741620561
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2003,0.004099454321325134,0.004698529367032613,0.003535788796531164
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2004,0.0041186932761173405,0.0047182979704374775,0.0035539607435974077
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2005,0.004133275376461721,0.004732569202212973,0.0035711526911306446
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2006,0.004144126874599957,0.004746250604640397,0.0035868828329029545
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2007,0.0041525455644621815,0.00475146352934101,0.0035998009104706214
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2008,0.004159637787116327,0.0047603120525831315,0.00361091578694354
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2009,0.004165860419504881,0.004768054620496155,0.0036183894924778108
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2010,0.0041711441611876066,0.004772535071885077,0.0036222383812783815
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2011,0.0041730778854092015,0.00477504610247593,0.003626269934849126
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2012,0.004169096642665839,0.004770624776867381,0.0036203564363001435
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2013,0.004162016598318195,0.004762284237571173,0.0036114224264341597
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2014,0.0041536921080415805,0.004753597824539165,0.0036014143165088186
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2015,0.004145879425590863,0.004745336655272228,0.0035921572594050945
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2016,0.004128758891972807,0.004728483185906179,0.0035743282789118926
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2017,0.004112599133645405,0.004702017465246726,0.0035579196925148186
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2018,0.004101988460512645,0.0046901792699372965,0.00354850723272183
Prevalence,World Bank High Income,Both,All ages,Schizophrenia,Percent,2019,0.004085717026883408,0.004673500518757638,0.0035338703034731586
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1990,0.009678679578536834,0.012483456105661176,0.007420843046080487
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1991,0.009671623205652726,0.012473264862305348,0.007415002141105443
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1992,0.009665671413913264,0.01246058761652498,0.007408944661048808
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1993,0.009661766549923768,0.01246338494810803,0.00740489133883993
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1994,0.009657446324198554,0.012461605195323619,0.007401264959301815
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1995,0.009653644034089116,0.01245817319231274,0.00739472008954765
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1996,0.00965529808555197,0.012462329927702171,0.0073963011120995745
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1997,0.009661171859685581,0.012470886265761443,0.007400698597624567
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1998,0.009670030654286616,0.012483998927380079,0.007407237716186218
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,1999,0.009680300251904335,0.01250028951421937,0.007414236291778944
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2000,0.009690454235340547,0.012516134925990187,0.0074220185161468066
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2001,0.00970135049680892,0.012530606551653625,0.007429726404249959
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2002,0.00971439258735607,0.012547839691213732,0.007439649415211194
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2003,0.009730721047518006,0.012570911861776436,0.007450943511036388
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2004,0.009748824418933415,0.012594682315038928,0.007464203740735623
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2005,0.009767786819882673,0.012621192942442723,0.007477912559117682
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2006,0.009790817667323305,0.012651966703759752,0.00749542643541601
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2007,0.009818128735060477,0.012689049742585891,0.007516110970998205
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2008,0.009848463142280056,0.012729106050223902,0.007539654901845358
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2009,0.009881484068159257,0.012773946899560839,0.007564120271492318
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2010,0.009915569189320522,0.012818164913304298,0.007590245755053906
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2011,0.009954008386245489,0.012866554785183651,0.007620457781231286
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2012,0.009999240962702403,0.012924263504826117,0.007655046896348972
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2013,0.010049461346128812,0.012986509827740446,0.007695094938678522
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2014,0.010104622882647196,0.013054587042033402,0.007737445136360045
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2015,0.010163780438723777,0.013130552986843489,0.0077838400957965384
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2016,0.010228559033740528,0.013209657297771325,0.00783229874379214
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2017,0.010296800358075517,0.013298312273792572,0.007883849821027623
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2018,0.01036675374371153,0.013384598875213455,0.007938422653103907
Prevalence,World Bank Low Income,Both,All ages,Other mental disorders,Percent,2019,0.010439062663111818,0.013476366286242438,0.007995163499938323
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1990,0.033946773968085944,0.03893242012948613,0.029591062848091897
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1991,0.03397143727300185,0.038908170458950536,0.029660469306116384
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1992,0.03400206314072343,0.038976008601459264,0.029668746686557806
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1993,0.03401719480638563,0.03891377446210767,0.02973944554562919
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1994,0.03403171890365455,0.03892798508382996,0.029753845070108725
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1995,0.03406179483809878,0.0391108373113909,0.02980191230294306
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1996,0.03412505736390806,0.039192098223992444,0.029888377884656876
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1997,0.034208674036562796,0.03922609761922925,0.029967950325893344
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1998,0.034281346579016735,0.03933472940041552,0.030108416391812363
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,1999,0.03433929844471508,0.039350726716904545,0.030184407492351472
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2000,0.03436683208520887,0.039343834424621096,0.030255968817353047
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2001,0.03437786094992389,0.03935681135261209,0.03019201678840488
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2002,0.034390882898190485,0.039378312348649344,0.03017370591850942
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2003,0.034397422681402265,0.03943038333595531,0.030204856930627542
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2004,0.0344064518742878,0.039318286523843504,0.030249308741470166
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2005,0.034415454563698676,0.039398351516635496,0.03027539848739912
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2006,0.03439997891546953,0.039298088400949484,0.03034029194886472
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2007,0.034352828447069786,0.03919944601613411,0.030320709227623963
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2008,0.03429371897156918,0.03903654013777553,0.030226926079422456
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2009,0.034264491170495084,0.03900161031115379,0.030257442687103387
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2010,0.034290172628528515,0.03905254313390491,0.03016454457205522
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2011,0.03436596955515843,0.0391502248247313,0.030262781592865717
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2012,0.03446198530102422,0.03934309260640532,0.03028021454521019
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2013,0.03457748953280076,0.039515114366007756,0.030339005370907956
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2014,0.03472514151860005,0.0397556563248094,0.03029934485227886
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2015,0.03491784956980824,0.039941661977232194,0.030409755996694078
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2016,0.03515005059371759,0.04025139058336633,0.030666544532053672
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2017,0.03539649240653282,0.040602099477731905,0.03093386085549027
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2018,0.03567445679151751,0.040825475763207886,0.03107049497917666
Prevalence,World Bank Low Income,Both,All ages,Depressive disorders,Percent,2019,0.035983989099818446,0.0412313220482966,0.03125324773901193
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1990,0.034413202632319,0.046030360243747126,0.023363306323755995
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1991,0.034232758041960694,0.045770395739890786,0.02322994169695472
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1992,0.03404762381608654,0.04549804644313647,0.02308789912657601
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1993,0.03385842971253491,0.04523577536626998,0.022936031227556986
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1994,0.03366695814599668,0.0449877522237456,0.022791330692445363
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1995,0.03347393370001812,0.04476375889597979,0.022635011158355738
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1996,0.033265313485515646,0.04448477594406446,0.02249912675213614
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1997,0.03303676011116024,0.04418589932652114,0.022348976507620535
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1998,0.03279575931262022,0.04386906492409952,0.022180135966204526
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,1999,0.03255132031123866,0.04354123100828518,0.022012541975023725
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2000,0.03231309223051062,0.04322041936091506,0.02185570647086982
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2001,0.0320906804845531,0.0429595714323971,0.021677882632866227
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2002,0.03188321941653431,0.04271832847292546,0.021490649667109087
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2003,0.031677126823140576,0.042442081834406765,0.021350166766793036
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2004,0.03145571585719641,0.042128956446738475,0.02118163902934086
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2005,0.03119925588372884,0.041752758975333114,0.02098384469051676
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2006,0.030886708157608342,0.04139124570205235,0.020748791270874322
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2007,0.03052968372121674,0.04088995614217795,0.02049040933280086
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2008,0.030149867257974926,0.04039779164701267,0.02021976547148137
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2009,0.029765611695430086,0.03990623131715073,0.019944135440381833
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2010,0.029395800214991694,0.03941472167720817,0.01967006522061181
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2011,0.029020746306295933,0.03896081321339169,0.0193628990413143
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2012,0.028621108444346382,0.0384463837319918,0.01903454675472652
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2013,0.028213148656600493,0.03791370025596302,0.01870329813603699
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2014,0.027812582415060884,0.037383775464145216,0.018378985847654496
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2015,0.02743467677112915,0.03688510172984473,0.018122520135367574
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2016,0.02705933991045677,0.03641892378929935,0.017921654894918086
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2017,0.02670851754460778,0.03606602460440991,0.017742134644214303
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2018,0.026398561359971397,0.03560268137895299,0.0174742478783
Prevalence,World Bank Lower Middle Income,Both,All ages,Idiopathic developmental intellectual disability,Percent,2019,0.026109890584459765,0.0352638628041456,0.01719080239197078
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1990,0.01914922112561533,0.024357257230707807,0.015055115656410137
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1991,0.019262809490529116,0.02450754420462844,0.015153041081965645
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1992,0.019373914923803234,0.024656870823333246,0.01525244444445653
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1993,0.01948171495516456,0.024804668016864123,0.015351467187019057
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1994,0.019587069663426698,0.024944423397382936,0.015436999803982093
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1995,0.019690055049176258,0.02505890145612183,0.015531674898340184
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1996,0.019785497747351718,0.02516355643629983,0.015612225732041712
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1997,0.01987740761136164,0.025261386169490637,0.01569008015964707
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1998,0.019966248204262165,0.02534987444288692,0.015766066011510333
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,1999,0.02005334186734131,0.02543833758287631,0.015833247933331164
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2000,0.020141841526957676,0.025529663498437764,0.015902370885305692
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2001,0.020230077576756295,0.025623606029881948,0.015974592719662846
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2002,0.02031919495288952,0.025716301786012807,0.01604645820020978
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2003,0.02040733017767447,0.025808919962127204,0.016118160494446934
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2004,0.020494066353401914,0.025899600861832274,0.0161887612999763
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2005,0.020580119200874495,0.025989260043276976,0.016257989138730933
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2006,0.020659709467078805,0.026068835203972022,0.016318537955833056
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2007,0.02073295393658541,0.026151836690133705,0.016372607724156666
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2008,0.02080229258260556,0.02623973285853264,0.01642222390195156
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2009,0.020871748669370527,0.02632798281029821,0.016473986221833464
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2010,0.020946139453730993,0.026422737834086288,0.016529719137340696
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2011,0.02101562521273106,0.0265097062036197,0.01658525979107629
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2012,0.02107954890595968,0.026587851897188007,0.016642554599532202
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2013,0.021140348267090332,0.026660865292360867,0.016698388845985297
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2014,0.021199953561758723,0.02673447842083706,0.01675370837462416
Prevalence,World Bank High Income,Both,All ages,Other mental disorders,Percent,2015,0.021262110775152082,0.02680929231092023,0.016811198865832405
